az,el,[0],[7],[8],[12],[14],[16],[23],[24]
-0.25,0.0,"0.3918192982673645,0.3654358386993408,-0.43531957268714905","0.43882933259010315,0.3397189676761627,-0.1824457347393036","0.3453045189380646,0.3560175597667694,-0.24497056007385254","0.30842292308807373,0.5717414617538452,-0.2934601604938507","0.3494049906730652,0.6285595297813416,-0.7000711560249329","0.5938974022865295,0.5038378238677979,-1.0699124336242676","0.4735211730003357,1.2177139520645142,0.06182633712887764","0.3260345458984375,1.2010129690170288,-0.062332313507795334"
-0.25,0.0,"0.3914295732975006,0.3671790361404419,-0.5513092279434204","0.4356963038444519,0.34062594175338745,-0.26252976059913635","0.34328171610832214,0.35738706588745117,-0.33583956956863403","0.3065739870071411,0.5709251165390015,-0.3665202260017395","0.3586049973964691,0.6240092515945435,-0.7760550379753113","0.6053066253662109,0.5036002397537231,-1.1471437215805054","0.4707527756690979,1.2170032262802124,0.06329504400491714","0.32291772961616516,1.2004939317703247,-0.06379317492246628"
-0.25,0.0,"0.3905563950538635,0.37009096145629883,-0.5360504984855652","0.43366679549217224,0.34158068895339966,-0.26014941930770874","0.34185904264450073,0.3575672209262848,-0.33342480659484863","0.3050449788570404,0.5725539922714233,-0.36120709776878357","0.35869017243385315,0.6241545081138611,-0.7519930601119995","0.6047888994216919,0.5033845901489258,-1.1008727550506592","0.46689939498901367,1.2237823009490967,0.0637371689081192","0.3195420503616333,1.205775260925293,-0.06422191113233566"
-0.25,0.0,"0.38894957304000854,0.3693746328353882,-0.48175519704818726","0.4328007698059082,0.34119704365730286,-0.20654292404651642","0.3404044508934021,0.3574328124523163,-0.3114570081233978","0.302994966506958,0.5736247897148132,-0.3507068157196045","0.35718193650245667,0.6241940855979919,-0.7412657737731934","0.6018097996711731,0.5021543502807617,-1.072103500366211","0.4651060998439789,1.2245343923568726,0.06529268622398376","0.31921833753585815,1.2064099311828613,-0.06577228009700775"
-0.25,0.0,"0.38501259684562683,0.36912262439727783,-0.40668565034866333","0.4321439862251282,0.3408672511577606,-0.17048585414886475","0.33934932947158813,0.3569159209728241,-0.22961243987083435","0.30157890915870667,0.5732347965240479,-0.2835482358932495","0.35672661662101746,0.6256570816040039,-0.6727213263511658","0.6003760099411011,0.49658605456352234,-1.0176260471343994","0.4659246802330017,1.2236236333847046,0.05928428843617439","0.3195030987262726,1.20574951171875,-0.05973929911851883"
-0.25,0.0,"0.38251033425331116,0.36877018213272095,-0.42154908180236816","0.43143540620803833,0.34058085083961487,-0.1954040825366974","0.3380088210105896,0.3563864529132843,-0.23657476902008057","0.3008435070514679,0.5730270147323608,-0.28188204765319824","0.3599877953529358,0.6258463263511658,-0.6618062853813171","0.6128385066986084,0.49416443705558777,-0.9937019348144531","0.46599531173706055,1.2195168733596802,0.048039935529232025","0.3197546899318695,1.2010283470153809,-0.04846672713756561"
-0.25,0.0,"0.382607638835907,0.36961665749549866,-0.48074960708618164","0.4308722913265228,0.3402697741985321,-0.22659163177013397","0.33785098791122437,0.356277734041214,-0.2850777506828308","0.30090779066085815,0.5723886489868164,-0.3141722083091736","0.3654628396034241,0.6222933530807495,-0.687091052532196","0.6139483451843262,0.5035430192947388,-1.001294493675232","0.4665554165840149,1.2193058729171753,0.04862479865550995","0.3243509829044342,1.201405644416809,-0.04904989153146744"
-0.25,0.0,"0.3830234408378601,0.3695375621318817,-0.4878283143043518","0.4305393695831299,0.33970874547958374,-0.22411029040813446","0.3375353515148163,0.3540794849395752,-0.2966459393501282","0.300506055355072,0.5722200870513916,-0.34055429697036743","0.36645957827568054,0.622239887714386,-0.7110914587974548","0.6259419918060303,0.5114558935165405,-1.0178053379058838","0.46700406074523926,1.2200521230697632,0.06144716590642929","0.32467278838157654,1.2024954557418823,-0.06191932037472725"
-0.25,0.0,"0.3833000063896179,0.3689992129802704,-0.5154484510421753","0.43053579330444336,0.3392699062824249,-0.24302342534065247","0.33752721548080444,0.3512812852859497,-0.31382331252098083","0.30051448941230774,0.5714257955551147,-0.35209354758262634","0.3670184910297394,0.6220778822898865,-0.7334549427032471","0.632490873336792,0.5249913334846497,-1.0326400995254517","0.4671824872493744,1.219222903251648,0.06362245976924896","0.32467713952064514,1.2004433870315552,-0.06413383781909943"
-0.25,0.0,"0.38407039642333984,0.36878034472465515,-0.5044925808906555","0.4305492043495178,0.33891192078590393,-0.22215557098388672","0.3374003469944,0.347769558429718,-0.3065509498119354","0.30146753787994385,0.5688056945800781,-0.34972503781318665","0.36866265535354614,0.6217237114906311,-0.6959125399589539","0.6356230974197388,0.523014485836029,-0.9752694368362427","0.4692426323890686,1.2161262035369873,0.06340896338224411","0.33090633153915405,1.1995407342910767,-0.06391707062721252"
-0.25,0.0,"0.38673678040504456,0.36747339367866516,-0.5013781785964966","0.43190866708755493,0.3388380706310272,-0.22491583228111267","0.3373989164829254,0.34592270851135254,-0.3056480288505554","0.30145248770713806,0.5644250512123108,-0.3365216553211212","0.367012619972229,0.6281641125679016,-0.6954635381698608","0.6334483027458191,0.5168017148971558,-0.9958564639091492","0.4752330183982849,1.1914799213409424,0.056960366666316986","0.339421808719635,1.0967249870300293,-0.05743975192308426"
-0.25,0.0,"0.3874914050102234,0.3658651113510132,-0.4045424461364746","0.432001531124115,0.3371313214302063,-0.1741645634174347","0.3374261260032654,0.34215518832206726,-0.2358817309141159","0.3009434640407562,0.5600442290306091,-0.2830367386341095","0.3637712895870209,0.6305347681045532,-0.6490267515182495","0.6286494135856628,0.5006222128868103,-0.9766923785209656","0.47628656029701233,1.1857764720916748,0.0555710606276989","0.3385743498802185,1.1157159805297852,-0.0560169443488121"
-0.25,0.0,"0.3884938061237335,0.3662158250808716,-0.4776681363582611","0.4320882260799408,0.3370417356491089,-0.24698981642723083","0.33743226528167725,0.3412710726261139,-0.3109988272190094","0.3009067177772522,0.5600324273109436,-0.3421936631202698","0.3647702932357788,0.6307842135429382,-0.7133001089096069","0.6315799355506897,0.49639931321144104,-1.0293890237808228","0.4762497842311859,1.1889338493347168,0.05565689131617546","0.3378842771053314,1.1433556079864502,-0.05610339716076851"
-0.25,0.0,"0.3903416097164154,0.36626577377319336,-0.4470983147621155","0.432075560092926,0.3369095027446747,-0.2334047108888626","0.33774349093437195,0.33919697999954224,-0.29338952898979187","0.3010748028755188,0.5588818192481995,-0.3180546462535858","0.363686740398407,0.6301417946815491,-0.6813209056854248","0.6326914429664612,0.5063492059707642,-0.9747222661972046","0.4752322733402252,1.1894826889038086,0.04929644241929054","0.3374345004558563,1.1594146490097046,-0.04977449029684067"
-0.25,0.0,"0.3907359540462494,0.3663020133972168,-0.44896024465560913","0.4320787787437439,0.33684924244880676,-0.21305489540100098","0.33782273530960083,0.33832937479019165,-0.2768435478210449","0.30154716968536377,0.5585125088691711,-0.3067551255226135","0.3635879158973694,0.6297117471694946,-0.6756290197372437","0.632114827632904,0.5157578587532043,-0.9871996641159058","0.47216254472732544,1.1908208131790161,0.04959658533334732","0.3324044942855835,1.1607576608657837,-0.05007324740290642"
-0.25,0.0,"0.39072901010513306,0.3662695586681366,-0.4934026300907135","0.4320104718208313,0.33679819107055664,-0.24179938435554504","0.3378198742866516,0.33821308612823486,-0.3115008473396301","0.301986962556839,0.5580989122390747,-0.34295791387557983","0.36402428150177,0.6296087503433228,-0.7121150493621826","0.6341667771339417,0.5247665643692017,-1.0298088788986206","0.47133177518844604,1.1899654865264893,0.05554622411727905","0.3313271105289459,1.1629799604415894,-0.05601377412676811"
-0.25,0.0,"0.39075857400894165,0.36613336205482483,-0.5278452038764954","0.4323425889015198,0.3366997241973877,-0.26288530230522156","0.3379262387752533,0.33699309825897217,-0.3370667099952698","0.3022914528846741,0.5580911636352539,-0.36473336815834045","0.36390066146850586,0.6271024942398071,-0.7331530451774597","0.6394566893577576,0.5236823558807373,-1.0577589273452759","0.467428982257843,1.2117422819137573,0.06029325723648071","0.32845941185951233,1.1866620779037476,-0.06073206663131714"
-0.25,0.0,"0.39097699522972107,0.3656456768512726,-0.5339918732643127","0.43372178077697754,0.3366585373878479,-0.26867741346359253","0.3382418751716614,0.3373878598213196,-0.33349448442459106","0.30232134461402893,0.5580641031265259,-0.3563616871833801","0.3628033697605133,0.6309979557991028,-0.7396823167800903","0.6351581811904907,0.5172231793403625,-1.1017553806304932","0.4700371325016022,1.2007174491882324,0.05639448016881943","0.32945600152015686,1.1815999746322632,-0.05684475973248482"
-0.25,0.0,"0.3904450535774231,0.3643651008605957,-0.461498498916626","0.4350578188896179,0.3365955054759979,-0.20508868992328644","0.3384314179420471,0.3382931053638458,-0.2575134038925171","0.3022296726703644,0.5593274831771851,-0.30469563603401184","0.35940462350845337,0.6339712738990784,-0.6837705373764038","0.6257550716400146,0.5108445286750793,-1.0335274934768677","0.47218313813209534,1.2051197290420532,0.05546426773071289","0.3292420506477356,1.1874077320098877,-0.055945493280887604"
-0.25,0.0,"0.3906552195549011,0.3634851574897766,-0.48488807678222656","0.43687763810157776,0.33653420209884644,-0.22087125480175018","0.33883097767829895,0.33831551671028137,-0.26405268907546997","0.3022567331790924,0.5595774054527283,-0.3049538731575012","0.35992804169654846,0.6338571906089783,-0.6861768960952759","0.628859281539917,0.5104052424430847,-1.0388681888580322","0.4719068109989166,1.2136924266815186,0.0553765594959259","0.3269599378108978,1.1930437088012695,-0.055859945714473724"
-0.25,0.0,"0.3906704783439636,0.3629869222640991,-0.41915416717529297","0.43727341294288635,0.335145503282547,-0.15580588579177856","0.33906930685043335,0.33821508288383484,-0.2188132107257843","0.30284836888313293,0.5597222447395325,-0.27651646733283997","0.36304712295532227,0.630968451499939,-0.6444944143295288","0.6305532455444336,0.521536648273468,-0.9459843635559082","0.47088146209716797,1.2161191701889038,0.05906067416071892","0.32640236616134644,1.1956346035003662,-0.059590715914964676"
-0.25,0.0,"0.39066609740257263,0.3629564940929413,-0.4211530089378357","0.43766435980796814,0.3354378044605255,-0.15298566222190857","0.3399108350276947,0.3386813998222351,-0.2170276641845703","0.30687230825424194,0.5600504875183105,-0.26732659339904785","0.3780231177806854,0.6289559006690979,-0.6396728754043579","0.634438157081604,0.5336352586746216,-0.9532572031021118","0.47069674730300903,1.2125121355056763,0.05901969596743584","0.32649117708206177,1.1950697898864746,-0.059546977281570435"
-0.25,0.0,"0.3905579447746277,0.36129552125930786,-0.4102175831794739","0.43864697217941284,0.3353317081928253,-0.1568543165922165","0.340709924697876,0.33859187364578247,-0.2201070785522461","0.3070022463798523,0.563159704208374,-0.2765064835548401","0.37728917598724365,0.6290153861045837,-0.6376203298568726","0.638853132724762,0.5555593967437744,-0.9137069582939148","0.4709724485874176,1.2231303453445435,0.06002422049641609","0.3267461657524109,1.2061412334442139,-0.060593076050281525"
-0.25,0.0,"0.3907332718372345,0.360615074634552,-0.4109674394130707","0.4395313858985901,0.33462461829185486,-0.14672918617725372","0.3410651981830597,0.3378872871398926,-0.2228516787290573","0.30747541785240173,0.5654357075691223,-0.2821161448955536","0.3815097510814667,0.6286712884902954,-0.6444171667098999","0.6447965502738953,0.5521405339241028,-0.9202057123184204","0.47001877427101135,1.22737455368042,0.06362853944301605","0.3268249034881592,1.208661437034607,-0.06422434747219086"
-0.25,0.0,"0.3916201889514923,0.36083874106407166,-0.4821855425834656","0.44019895792007446,0.33486443758010864,-0.20947234332561493","0.34137991070747375,0.3394923210144043,-0.2743009626865387","0.307375967502594,0.5659061074256897,-0.31631726026535034","0.38049906492233276,0.6309391260147095,-0.7128040194511414","0.6418346166610718,0.5353075861930847,-1.0610343217849731","0.47299057245254517,1.2190303802490234,0.060529448091983795","0.3279900550842285,1.2021113634109497,-0.06110682338476181"
-0.25,0.0,"0.392108678817749,0.3608473539352417,-0.5271915197372437","0.44064053893089294,0.33483296632766724,-0.2624119818210602","0.34166133403778076,0.3398483097553253,-0.31947970390319824","0.30721524357795715,0.5655500888824463,-0.35259145498275757","0.3806226849555969,0.6305856108665466,-0.7436097860336304","0.6413106918334961,0.5261165499687195,-1.0822498798370361","0.47504299879074097,1.208617925643921,0.06015292927622795","0.3290087878704071,1.1930639743804932,-0.060719817876815796"
-0.25,0.0,"0.3924877345561981,0.3603373169898987,-0.43198132514953613","0.4409080445766449,0.33466637134552,-0.17010755836963654","0.34190768003463745,0.33774492144584656,-0.24033625423908234","0.30708110332489014,0.563201367855072,-0.29007527232170105","0.38209861516952515,0.6301867365837097,-0.6342068314552307","0.6530135869979858,0.5251091122627258,-0.8904334902763367","0.4744423031806946,1.2159602642059326,0.06062860041856766","0.3289247453212738,1.2000041007995605,-0.06117001175880432"
-0.25,0.0,"0.3925706148147583,0.3602491021156311,-0.36943405866622925","0.44111379981040955,0.3346177637577057,-0.12731488049030304","0.3421883285045624,0.3376227617263794,-0.1929779201745987","0.3072676956653595,0.5625916123390198,-0.2532624304294586","0.3815465271472931,0.6251440644264221,-0.5978518724441528","0.651034951210022,0.5319146513938904,-0.8562432527542114","0.4753001630306244,1.2155555486679077,0.05986146256327629","0.3295508921146393,1.1998661756515503,-0.06038558483123779"
-0.25,0.0,"0.39269697666168213,0.3602055013179779,-0.38847482204437256","0.4411182999610901,0.3345944583415985,-0.13068386912345886","0.3424319624900818,0.3376629948616028,-0.2051701545715332","0.307913601398468,0.5591158270835876,-0.2642771005630493","0.3822423219680786,0.6186553239822388,-0.6213703155517578","0.6511813998222351,0.5513405799865723,-0.9054207801818848","0.4747365415096283,1.2085371017456055,0.06338082253932953","0.32938629388809204,1.1913096904754639,-0.06390352547168732"
-0.25,0.0,"0.393232524394989,0.3602098226547241,-0.3629222512245178","0.44102340936660767,0.3345705568790436,-0.10380329191684723","0.3425993025302887,0.33764365315437317,-0.1896272748708725","0.30813539028167725,0.5583492517471313,-0.25338345766067505","0.38295218348503113,0.6158012747764587,-0.6133421063423157","0.6517809629440308,0.555421769618988,-0.8888141512870789","0.4733721613883972,1.2078802585601807,0.06503770500421524","0.32930368185043335,1.1913399696350098,-0.0655156746506691"
-0.25,0.0,"0.3936350643634796,0.3597063720226288,-0.4452643394470215","0.4412505626678467,0.33455196022987366,-0.16497676074504852","0.34262505173683167,0.337729275226593,-0.2515447735786438","0.30811747908592224,0.5583913922309875,-0.30234453082084656","0.38011258840560913,0.6159889698028564,-0.6759647727012634","0.6421681642532349,0.5514270067214966,-0.9948132634162903","0.47283297777175903,1.2082791328430176,0.06773608922958374","0.32917892932891846,1.1909277439117432,-0.06821488589048386"
-0.25,0.0,"0.3939211964607239,0.3585623800754547,-0.40552616119384766","0.4415103793144226,0.33409175276756287,-0.16149581968784332","0.34266525506973267,0.33767417073249817,-0.24201557040214539","0.3071424961090088,0.5581725835800171,-0.30134183168411255","0.3801942765712738,0.6170305609703064,-0.6548254489898682","0.6296360492706299,0.5207926034927368,-0.9279323816299438","0.47774893045425415,1.2022761106491089,0.06749797612428665","0.33152908086776733,1.1882081031799316,-0.06797560304403305"
-0.25,0.0,"0.39399707317352295,0.3585112988948822,-0.4076191484928131","0.4416503310203552,0.3340759575366974,-0.16373640298843384","0.34266984462738037,0.3377701938152313,-0.23957999050617218","0.30600008368492126,0.5574558973312378,-0.2915312647819519","0.37934237718582153,0.6171817779541016,-0.6503037214279175","0.6246294975280762,0.5044180750846863,-0.9498491287231445","0.47904133796691895,1.1988626718521118,0.06489726901054382","0.3319719731807709,1.1828688383102417,-0.06533924490213394"
-0.25,0.0,"0.3939463794231415,0.358625590801239,-0.4346691071987152","0.4415911138057709,0.3340661823749542,-0.1812468022108078","0.34262320399284363,0.3378738760948181,-0.24545541405677795","0.3060973584651947,0.5604210495948792,-0.29244205355644226","0.38411861658096313,0.617476224899292,-0.6482769250869751","0.6353421807289124,0.5069424510002136,-0.9498876333236694","0.4788879454135895,1.2149937152862549,0.06453408300876617","0.33210501074790955,1.195095419883728,-0.06497444957494736"
-0.25,0.0,"0.3938032388687134,0.35815751552581787,-0.5008647441864014","0.44158539175987244,0.334055632352829,-0.2413606345653534","0.34261220693588257,0.3391912281513214,-0.2928655743598938","0.30676335096359253,0.5618597865104675,-0.3320762515068054","0.3806820511817932,0.6169368028640747,-0.7172507047653198","0.6348530054092407,0.5088099837303162,-1.0490003824234009","0.4799259603023529,1.2140798568725586,0.059699647128582","0.3328677713871002,1.195035696029663,-0.06018570810556412"
-0.25,0.0,"0.3935844302177429,0.3564032316207886,-0.4786584973335266","0.4414721131324768,0.3339211046695709,-0.22128653526306152","0.3426051735877991,0.3397000730037689,-0.27987876534461975","0.3072991371154785,0.5622872114181519,-0.3231104910373688","0.3797141909599304,0.6167575120925903,-0.7001634836196899","0.6349079012870789,0.5134406685829163,-1.0164695978164673","0.4801558554172516,1.215760588645935,0.058304548263549805","0.33322203159332275,1.1973190307617188,-0.05881265923380852"
-0.25,0.0,"0.39359575510025024,0.35340163111686707,-0.4449195861816406","0.44138509035110474,0.33349013328552246,-0.1874750256538391","0.3426131010055542,0.3393363058567047,-0.25629499554634094","0.30722296237945557,0.5627380609512329,-0.31353434920310974","0.3805583417415619,0.6168022155761719,-0.6829634308815002","0.6383174657821655,0.5159408450126648,-0.9723600149154663","0.478334903717041,1.2238820791244507,0.058353982865810394","0.3313051462173462,1.2032593488693237,-0.05886091664433479"
-0.25,0.0,"0.3935866951942444,0.35289880633354187,-0.38164156675338745","0.4414098262786865,0.3336235284805298,-0.12993867695331573","0.3426038920879364,0.3393923342227936,-0.18890389800071716","0.3071630597114563,0.5627386569976807,-0.2523511052131653","0.3805549442768097,0.6226918697357178,-0.6162719130516052","0.6363446116447449,0.5078778862953186,-0.9141551852226257","0.4787364602088928,1.2203279733657837,0.05816663056612015","0.3314031958580017,1.1990876197814941,-0.05867096781730652"
-0.25,0.0,"0.39350229501724243,0.35106658935546875,-0.37051182985305786","0.44174641370773315,0.33328837156295776,-0.12474014610052109","0.3427230715751648,0.33858394622802734,-0.18071463704109192","0.3068576753139496,0.5624227523803711,-0.24345707893371582","0.3805215358734131,0.626943051815033,-0.6008538603782654","0.6294047236442566,0.4941460192203522,-0.9062246084213257","0.48320141434669495,1.209473967552185,0.05762295052409172","0.33354711532592773,1.1901817321777344,-0.05811911076307297"
-0.25,0.0,"0.393549382686615,0.3509204387664795,-0.37124812602996826","0.44197359681129456,0.3332659900188446,-0.14224162697792053","0.34275197982788086,0.3385254144668579,-0.20893844962120056","0.3063797354698181,0.5609292984008789,-0.27095112204551697","0.3804056942462921,0.6264672875404358,-0.6402136087417603","0.6247886419296265,0.49108171463012695,-0.9461861848831177","0.48376089334487915,1.2004910707473755,0.05879948288202286","0.3341982960700989,1.1822030544281006,-0.0592787079513073"
-0.25,0.0,"0.3934994637966156,0.3499935269355774,-0.3826785385608673","0.4418448805809021,0.33264508843421936,-0.17046138644218445","0.3426817059516907,0.33705899119377136,-0.22743196785449982","0.3057444393634796,0.5593982934951782,-0.2738083004951477","0.37773576378822327,0.6267459988594055,-0.6308963298797607","0.6288725137710571,0.4913780689239502,-0.9193495512008667","0.4796571731567383,1.2066779136657715,0.056843847036361694","0.3325422406196594,1.1843774318695068,-0.057317327708005905"
-0.25,0.0,"0.39342013001441956,0.35000181198120117,-0.4310685694217682","0.44178009033203125,0.3326318860054016,-0.17701506614685059","0.342633992433548,0.3372138738632202,-0.25112685561180115","0.30655473470687866,0.5613160729408264,-0.31669044494628906","0.3817823529243469,0.6201804876327515,-0.6984075903892517","0.6336750388145447,0.4984830617904663,-0.9740015268325806","0.479640394449234,1.2191063165664673,0.06386792659759521","0.3328002989292145,1.200308084487915,-0.06434653699398041"
-0.25,0.0,"0.3934003710746765,0.35115286707878113,-0.46369022130966187","0.44122472405433655,0.3326342701911926,-0.19974146783351898","0.342617392539978,0.3368746340274811,-0.26268744468688965","0.30851271748542786,0.5550259351730347,-0.3123522996902466","0.381548672914505,0.6204883456230164,-0.6879898309707642","0.6379339694976807,0.5050970315933228,-0.9866544008255005","0.47631579637527466,1.1889381408691406,0.057444073259830475","0.33197349309921265,1.1706702709197998,-0.05792148783802986"
-0.25,0.0,"0.3930200934410095,0.3511902987957001,-0.3924488425254822","0.44018274545669556,0.33263424038887024,-0.14434482157230377","0.3425714373588562,0.3367175757884979,-0.2152361124753952","0.30885571241378784,0.555136501789093,-0.27523863315582275","0.38173171877861023,0.6206112504005432,-0.6182766556739807","0.6380091309547424,0.5129338502883911,-0.8711304664611816","0.4707215428352356,1.1925990581512451,0.05995946377515793","0.33044859766960144,1.1735961437225342,-0.060432709753513336"
-0.25,0.0,"0.3929094970226288,0.3511921465396881,-0.4393179416656494","0.4401875138282776,0.33264121413230896,-0.1706819385290146","0.34246140718460083,0.33686766028404236,-0.23370912671089172","0.30884188413619995,0.5567799210548401,-0.2804521322250366","0.37779122591018677,0.6226904392242432,-0.6462700963020325","0.6354901194572449,0.5096250176429749,-0.9562445878982544","0.4740737974643707,1.194034218788147,0.05995376035571098","0.3313000500202179,1.1752681732177734,-0.06042918562889099"
-0.25,0.0,"0.3926020860671997,0.3501282036304474,-0.42634981870651245","0.4403877258300781,0.3318443298339844,-0.16475893557071686","0.34248480200767517,0.3367684483528137,-0.2129211723804474","0.30864349007606506,0.5568138957023621,-0.25785690546035767","0.37052667140960693,0.6266282200813293,-0.6215257048606873","0.6219021081924438,0.5032973885536194,-0.9517861604690552","0.4760645925998688,1.1898831129074097,0.05461966246366501","0.33168238401412964,1.1726118326187134,-0.055123377591371536"
-0.25,0.0,"0.3922877609729767,0.3507559597492218,-0.49260982871055603","0.4403877854347229,0.3319290578365326,-0.22351345419883728","0.34246259927749634,0.33712238073349,-0.2708720862865448","0.31055495142936707,0.5581896305084229,-0.3014391362667084","0.37087783217430115,0.628325343132019,-0.6770016551017761","0.6214237213134766,0.5034758448600769,-1.021613359451294","0.4791593551635742,1.1910704374313354,0.05278760939836502","0.33517470955848694,1.173671841621399,-0.053293757140636444"
-0.25,0.0,"0.3922540843486786,0.350845605134964,-0.5080634355545044","0.4399918019771576,0.3319264352321625,-0.25973233580589294","0.3423789143562317,0.33676543831825256,-0.3086516857147217","0.3095858693122864,0.5565155744552612,-0.3411506414413452","0.3706108331680298,0.6284002661705017,-0.7068159580230713","0.6311908960342407,0.5048684477806091,-1.0257313251495361","0.4780680537223816,1.1915980577468872,0.052203498780727386","0.3351314663887024,1.1743028163909912,-0.052710287272930145"
-0.25,0.0,"0.39203137159347534,0.35133224725723267,-0.5326622724533081","0.4395996928215027,0.33208927512168884,-0.27520477771759033","0.3423599600791931,0.33697769045829773,-0.3154710829257965","0.30971559882164,0.556968629360199,-0.34393349289894104","0.370078980922699,0.6285308003425598,-0.7167754173278809","0.6314554810523987,0.5144215822219849,-1.0584118366241455","0.474864661693573,1.1933058500289917,0.05116989463567734","0.3331679701805115,1.1744515895843506,-0.05168461799621582"
-0.25,0.0,"0.39127928018569946,0.3507634103298187,-0.5147505402565002","0.4380776286125183,0.332278311252594,-0.2503967881202698","0.34234291315078735,0.3369937837123871,-0.3003789484500885","0.3096729815006256,0.5576769709587097,-0.3378455936908722","0.37192487716674805,0.6285309791564941,-0.7133904695510864","0.6345511078834534,0.5238059759140015,-1.0573605298995972","0.47489243745803833,1.193657636642456,0.05569787696003914","0.33324116468429565,1.1750599145889282,-0.05616205930709839"
-0.25,0.0,"0.39127710461616516,0.3620763123035431,-0.5369040966033936","0.4371891915798187,0.3395988941192627,-0.27299225330352783","0.34243836998939514,0.34098291397094727,-0.3303675055503845","0.30980825424194336,0.560266375541687,-0.3579901456832886","0.37337344884872437,0.6280806064605713,-0.7201167345046997","0.6381615996360779,0.5283463597297668,-1.037360429763794","0.47338852286338806,1.2006105184555054,0.05560898780822754","0.33380547165870667,1.1834238767623901,-0.05607230216264725"
-0.25,0.0,"0.39162901043891907,0.3670273721218109,-0.5214336514472961","0.43753165006637573,0.3424210548400879,-0.26455822587013245","0.3424980044364929,0.343434602022171,-0.31367653608322144","0.3090062439441681,0.5594580769538879,-0.3528231978416443","0.362893670797348,0.6323716640472412,-0.7171334028244019","0.6297708749771118,0.5278254747390747,-1.0412890911102295","0.47426971793174744,1.2023029327392578,0.05396934226155281","0.3338463306427002,1.1834577322006226,-0.05442385748028755"
-0.25,0.0,"0.39195066690444946,0.3767760396003723,-0.42048749327659607","0.43726271390914917,0.3462221622467041,-0.19809424877166748","0.34272387623786926,0.35046645998954773,-0.2414296567440033","0.3087634742259979,0.5622578263282776,-0.29181137681007385","0.36303526163101196,0.6389235854148865,-0.6702343225479126","0.6246066689491272,0.51328444480896,-0.9747149348258972","0.47681552171707153,1.2059906721115112,0.0531742163002491","0.3356091380119324,1.1887569427490234,-0.05365457385778427"
-0.25,0.0,"0.39234843850135803,0.3796824514865875,-0.3571276068687439","0.4372226297855377,0.3475033938884735,-0.13033568859100342","0.34292468428611755,0.35232987999916077,-0.18720173835754395","0.3085874915122986,0.5622574687004089,-0.24890248477458954","0.3636752963066101,0.6397339105606079,-0.610531747341156","0.6170653104782104,0.5011973977088928,-0.9069635272026062","0.4797065258026123,1.2040613889694214,0.05450517684221268","0.33719688653945923,1.187009572982788,-0.054974399507045746"
-0.25,0.0,"0.39265456795692444,0.38042089343070984,-0.3957785367965698","0.43699175119400024,0.3491653800010681,-0.1607411950826645","0.3430083692073822,0.3524838984012604,-0.21499550342559814","0.3081612288951874,0.5615261197090149,-0.266196072101593","0.3727031946182251,0.6380451917648315,-0.6310580968856812","0.6183294057846069,0.4991939067840576,-0.9387269020080566","0.47949448227882385,1.195287823677063,0.0544416606426239","0.33725541830062866,1.1789145469665527,-0.05490821599960327"
0.0,0.0,"0.4566737711429596,0.31383925676345825,-0.18534007668495178","0.5209113359451294,0.28817641735076904,-0.04130158573389053","0.4328583776950836,0.2818610370159149,0.09213511645793915","0.3795408010482788,0.5177508592605591,0.1480950266122818","0.2983269989490509,0.6368458271026611,-0.18653936684131622","0.38982516527175903,0.4473179578781128,-0.6295364499092102","0.5355606079101562,1.1672255992889404,-0.06039818376302719","0.38555628061294556,1.0726094245910645,0.05981902405619621"
0.0,0.0,"0.470730721950531,0.2876622676849365,-0.2506619095802307","0.5396353006362915,0.26991406083106995,-0.10676270723342896","0.44297417998313904,0.2707395553588867,0.013093473389744759","0.39732038974761963,0.4919312298297882,0.07272198796272278","0.2921920418739319,0.63615882396698,-0.30099689960479736","0.3623262643814087,0.4584268033504486,-0.8048330545425415","0.5347355604171753,1.1533669233322144,-0.0658055990934372","0.3974236249923706,1.0475280284881592,0.06531932950019836"
0.0,0.0,"0.46677741408348083,0.2807445228099823,-0.3087473213672638","0.5341533422470093,0.2653789520263672,-0.19490255415439606","0.4407727122306824,0.25963714718818665,-0.05337541177868843","0.39476895332336426,0.4732568860054016,0.01564367488026619","0.2968800663948059,0.6191697120666504,-0.36729902029037476","0.37301796674728394,0.4556502401828766,-0.8669220805168152","0.5301426649093628,1.1130907535552979,-0.07296054065227509","0.39761167764663696,1.0213886499404907,0.07251451909542084"
0.0,0.0,"0.45661383867263794,0.2816135585308075,-0.2336280345916748","0.5288711786270142,0.26088863611221313,-0.18173320591449738","0.4428471624851227,0.25594669580459595,0.035543181002140045","0.39549222588539124,0.46670421957969666,0.1273549497127533","0.3003406822681427,0.6192742586135864,-0.19217349588871002","0.3804774880409241,0.4374733865261078,-0.6984502673149109","0.531249463558197,1.1188775300979614,-0.09142939001321793","0.3991681933403015,1.0201690196990967,0.09095822274684906"
0.0,0.0,"0.45051926374435425,0.2823045551776886,-0.24094954133033752","0.5258623361587524,0.26110589504241943,-0.18109233677387238","0.44259294867515564,0.26012536883354187,0.03282540291547775","0.3943414092063904,0.47045570611953735,0.1156490221619606","0.2990301251411438,0.6194730401039124,-0.23643560707569122","0.39063599705696106,0.42972394824028015,-0.7733179330825806","0.5297117233276367,1.1270196437835693,-0.0914626270532608","0.39722728729248047,1.0276578664779663,0.09104733914136887"
