az,el,[0],[7],[8],[12],[14],[16],[23],[24]
-0.5,0.0,"0.35541611909866333,0.35961058735847473,-0.5677490830421448","0.4011751115322113,0.32839885354042053,-0.2875404953956604","0.3055713176727295,0.33600911498069763,-0.3409850001335144","0.28085461258888245,0.5315436124801636,-0.3439387083053589","0.43558821082115173,0.574487030506134,-0.6561223864555359","0.6604040861129761,0.502287745475769,-0.9607938528060913","0.4427419602870941,1.1808879375457764,0.029211070388555527","0.31443604826927185,1.1712474822998047,-0.029698386788368225"
-0.5,0.0,"0.35546472668647766,0.35944268107414246,-0.559897780418396","0.40121299028396606,0.32840123772621155,-0.2437085211277008","0.3055393099784851,0.3358706831932068,-0.3341235816478729","0.280998170375824,0.5271020531654358,-0.3387824594974518","0.43760061264038086,0.5753680467605591,-0.6509830951690674","0.662796676158905,0.5058307647705078,-0.9076678156852722","0.4405892789363861,1.1816551685333252,0.05235583707690239","0.31427979469299316,1.1713993549346924,-0.05279146879911423"
-0.5,0.0,"0.3555576205253601,0.3594176471233368,-0.49247032403945923","0.40183717012405396,0.3284841775894165,-0.19288888573646545","0.305484801530838,0.33588558435440063,-0.2726466655731201","0.2812684178352356,0.5264157056808472,-0.30774185061454773","0.4351958632469177,0.5719144344329834,-0.6291900873184204","0.6597332954406738,0.5060001611709595,-0.8899490237236023","0.44062358140945435,1.1867990493774414,0.05480286478996277","0.3126903772354126,1.176306962966919,-0.05528893321752548"
-0.5,0.0,"0.3554917573928833,0.35921037197113037,-0.45043498277664185","0.4018368721008301,0.32865631580352783,-0.17847377061843872","0.3054066300392151,0.3360714316368103,-0.23896734416484833","0.28074389696121216,0.5241713523864746,-0.27388620376586914","0.4280986785888672,0.5625022649765015,-0.5840945243835449","0.658456027507782,0.5116117596626282,-0.8370583653450012","0.4400598406791687,1.1924105882644653,0.04882926493883133","0.30907395482063293,1.1794323921203613,-0.049365200102329254"
-0.5,0.0,"0.3553880453109741,0.35905033349990845,-0.3567410111427307","0.40182676911354065,0.3288209140300751,-0.09895233809947968","0.3054118752479553,0.33606818318367004,-0.15103130042552948","0.2811819612979889,0.5220676064491272,-0.19747303426265717","0.42735180258750916,0.5544783473014832,-0.5040854215621948","0.6575653553009033,0.5228443145751953,-0.7634742259979248","0.44005513191223145,1.194170355796814,0.04355144128203392","0.30705782771110535,1.1801633834838867,-0.04409199208021164"
-0.5,0.0,"0.3554533123970032,0.3590540289878845,-0.42837825417518616","0.4018625319004059,0.32889288663864136,-0.15755459666252136","0.30537036061286926,0.3362330496311188,-0.212487131357193","0.28125545382499695,0.5214587450027466,-0.2437574863433838","0.42352962493896484,0.5530210733413696,-0.5722203850746155","0.6575115919113159,0.5228390693664551,-0.8492682576179504","0.43995705246925354,1.1973224878311157,0.04277152195572853","0.30585938692092896,1.1809051036834717,-0.043323028832674026"
-0.5,0.0,"0.35548722743988037,0.3587157726287842,-0.34771957993507385","0.40186014771461487,0.32883355021476746,-0.07647468894720078","0.3053867816925049,0.3362146019935608,-0.14457999169826508","0.28654104471206665,0.5211995244026184,-0.1996462047100067","0.4315549433231354,0.5530258417129517,-0.5088474750518799","0.6596486568450928,0.5227165818214417,-0.7455864548683167","0.438986212015152,1.1964198350906372,0.04754168540239334","0.3059723973274231,1.1793692111968994,-0.0480576828122139"
-0.5,0.0,"0.3555353879928589,0.35870224237442017,-0.3900831937789917","0.4020557999610901,0.32858356833457947,-0.11712564527988434","0.30539172887802124,0.3359798491001129,-0.18563233315944672","0.2866009771823883,0.5211374163627625,-0.2279619723558426","0.43155908584594727,0.5588675141334534,-0.5408900380134583","0.6601294279098511,0.5203730463981628,-0.7944051027297974","0.43859362602233887,1.1864607334136963,0.04870333522558212","0.3067000210285187,1.171779990196228,-0.04919042810797691"
-0.5,0.0,"0.3555254638195038,0.358972430229187,-0.49484553933143616","0.4020346701145172,0.32852864265441895,-0.2131423056125641","0.3052634596824646,0.33588531613349915,-0.2851332724094391","0.28183457255363464,0.5194886922836304,-0.30338940024375916","0.4317924976348877,0.566647469997406,-0.6259067058563232","0.659977376461029,0.5141363143920898,-0.8955649137496948","0.43955492973327637,1.1779820919036865,0.050647396594285965","0.30926015973091125,1.1660351753234863,-0.05110771209001541"
-0.5,0.0,"0.35571151971817017,0.35901644825935364,-0.48528966307640076","0.4018253684043884,0.3285335302352905,-0.18476296961307526","0.3052436411380768,0.33548396825790405,-0.24743247032165527","0.28148382902145386,0.518612265586853,-0.25619614124298096","0.43338799476623535,0.5729247331619263,-0.5640144944190979","0.6602288484573364,0.5120521187782288,-0.8409157991409302","0.4404746890068054,1.1660661697387695,0.051321618258953094","0.3130023181438446,1.158655047416687,-0.05174792930483818"
-0.5,0.0,"0.35578206181526184,0.3593907356262207,-0.5561362504959106","0.40170130133628845,0.328655868768692,-0.2732856869697571","0.3052322268486023,0.3353947699069977,-0.3507033586502075","0.27850136160850525,0.5153306722640991,-0.35688215494155884","0.4333980083465576,0.5739874839782715,-0.6841076612472534","0.660305380821228,0.5120755434036255,-0.961321234703064","0.43736743927001953,1.1630935668945312,0.053938038647174835","0.3110978603363037,1.1542662382125854,-0.05436159297823906"
-0.5,0.0,"0.35644012689590454,0.3595048189163208,-0.5283297896385193","0.4016943573951721,0.32915589213371277,-0.24357712268829346","0.30513694882392883,0.33444488048553467,-0.31946489214897156","0.2777959704399109,0.5135611295700073,-0.3321239650249481","0.43300724029541016,0.5759942531585693,-0.6523016095161438","0.6648656129837036,0.5112037658691406,-0.9233347773551941","0.43607306480407715,1.162188172340393,0.05384153127670288","0.310606986284256,1.1523783206939697,-0.05426415055990219"
-0.5,0.0,"0.35722026228904724,0.3593059480190277,-0.5164070129394531","0.4019727110862732,0.3293241262435913,-0.226833775639534","0.3054797351360321,0.33388134837150574,-0.3176972568035126","0.2803122401237488,0.515788197517395,-0.3181833326816559","0.43260136246681213,0.5727736353874207,-0.6396540403366089","0.6684097647666931,0.5126919746398926,-0.899449348449707","0.4349449574947357,1.1676892042160034,0.05191526561975479","0.3097970187664032,1.155503511428833,-0.05235444754362106"
-0.5,0.0,"0.35773351788520813,0.35926535725593567,-0.5291374325752258","0.40224146842956543,0.32932618260383606,-0.24148134887218475","0.3055779039859772,0.33382976055145264,-0.31674104928970337","0.2784750759601593,0.5120230913162231,-0.32350069284439087","0.4279686510562897,0.5740230679512024,-0.6619497537612915","0.6692432165145874,0.5322431325912476,-0.9665560722351074","0.43524274230003357,1.1683642864227295,0.04979938268661499","0.3089364767074585,1.1560128927230835,-0.050245366990566254"
-0.5,0.0,"0.3587026298046112,0.3592211902141571,-0.5179572105407715","0.40308481454849243,0.3290869891643524,-0.24337713420391083","0.30606260895729065,0.33375874161720276,-0.3109067380428314","0.27838608622550964,0.5125900506973267,-0.32014185190200806","0.4280533790588379,0.5741652250289917,-0.6528820991516113","0.6753241419792175,0.5528306365013123,-0.9448941349983215","0.4357413351535797,1.1658704280853271,0.04462406039237976","0.3092360496520996,1.1543567180633545,-0.04509790986776352"
-0.25,0.0,"0.37637656927108765,0.2612622082233429,-0.3423616290092468","0.4383413791656494,0.24372157454490662,-0.09894679486751556","0.31991010904312134,0.23966386914253235,-0.13754186034202576","0.2821156978607178,0.5029903650283813,-0.19456550478935242","0.33733928203582764,0.5728819966316223,-0.5380184650421143","0.6119534969329834,0.46975696086883545,-0.8435614705085754","0.4753890037536621,1.1712290048599243,0.0386643260717392","0.3127261996269226,1.1825414896011353,-0.03918619826436043"
-0.25,0.0,"0.379841148853302,0.23293349146842957,-0.33348697423934937","0.44676685333251953,0.2262527495622635,-0.08029985427856445","0.3267699182033539,0.224792942404747,-0.12100698053836823","0.28642839193344116,0.5032120943069458,-0.1831631064414978","0.3209749460220337,0.5728399157524109,-0.5357019305229187","0.589368462562561,0.4498870074748993,-0.8519614934921265","0.4883548617362976,1.1725257635116577,0.03914707154035568","0.3194752335548401,1.191227674484253,-0.0396512970328331"
-0.25,0.0,"0.38180404901504517,0.22827576100826263,-0.20897677540779114","0.44937101006507874,0.22458335757255554,0.06756623834371567","0.32926425337791443,0.22136744856834412,0.028280552476644516","0.2876795828342438,0.5003074407577515,-0.055401988327503204","0.3233921527862549,0.5731435418128967,-0.44111472368240356","0.5962794423103333,0.43495532870292664,-0.8251762390136719","0.5035750865936279,1.1591747999191284,0.03182051703333855","0.32970285415649414,1.189430832862854,-0.03236732259392738"
-0.25,0.0,"0.38315215706825256,0.22730766236782074,-0.2984924614429474","0.4514937400817871,0.22523538768291473,-0.008813784457743168","0.33228859305381775,0.22193500399589539,-0.0689394399523735","0.2886708080768585,0.5010825395584106,-0.14341764152050018","0.31415995955467224,0.5731591582298279,-0.48097604513168335","0.602135419845581,0.4299464821815491,-0.9123360514640808","0.505781888961792,1.1597005128860474,0.03695729374885559","0.334600031375885,1.1950098276138306,-0.03753586485981941"
-0.25,0.0,"0.38257986307144165,0.22655734419822693,-0.4423421323299408","0.45049309730529785,0.2196745127439499,-0.18329481780529022","0.33405187726020813,0.22183442115783691,-0.21832525730133057","0.2887488901615143,0.4971255958080292,-0.2818940579891205","0.31612083315849304,0.5746303200721741,-0.7174043655395508","0.5891620516777039,0.4346703290939331,-1.100744366645813","0.502910315990448,1.1779944896697998,0.0361914336681366","0.3339722156524658,1.1952104568481445,-0.03681814670562744"
-0.25,0.0,"0.38221755623817444,0.22456905245780945,-0.4312399923801422","0.4498256742954254,0.22150887548923492,-0.16806641221046448","0.33279913663864136,0.22133088111877441,-0.21193209290504456","0.2885064482688904,0.4946592450141907,-0.2662254273891449","0.3142927885055542,0.5768342018127441,-0.6797937750816345","0.5891861319541931,0.42866724729537964,-1.03843092918396","0.49935275316238403,1.2030781507492065,0.0378003865480423","0.33265313506126404,1.194068193435669,-0.03841117396950722"
-0.25,0.0,"0.382575124502182,0.23359054327011108,-0.44311079382896423","0.4481019079685211,0.22834676504135132,-0.17416809499263763","0.3321649730205536,0.22835810482501984,-0.2183692753314972","0.28926852345466614,0.5080331563949585,-0.27488499879837036","0.31477439403533936,0.5825825929641724,-0.6960731744766235","0.5926098227500916,0.4229609966278076,-1.024537444114685","0.5026108622550964,1.2257484197616577,0.03841288760304451","0.33694079518318176,1.2052969932556152,-0.03897164389491081"
-0.25,0.0,"0.383688747882843,0.24077525734901428,-0.43943461775779724","0.4471268653869629,0.23177558183670044,-0.16691026091575623","0.332585871219635,0.23084835708141327,-0.21731369197368622","0.29225093126296997,0.5058123469352722,-0.26484641432762146","0.31454622745513916,0.5922707915306091,-0.6926068067550659","0.5765288472175598,0.4273591637611389,-1.0114909410476685","0.5016556978225708,1.2213608026504517,0.045967672020196915","0.3374885320663452,1.2042189836502075,-0.04646323248744011"
-0.25,0.0,"0.3835234045982361,0.26827770471572876,-0.42464762926101685","0.4462435841560364,0.25004878640174866,-0.15676015615463257","0.3356935381889343,0.25283363461494446,-0.17577728629112244","0.30176717042922974,0.5080506801605225,-0.2315613329410553","0.31693145632743835,0.5962956547737122,-0.6756601929664612","0.5663101673126221,0.4449528157711029,-1.0476930141448975","0.49999505281448364,1.2178568840026855,0.04748471826314926","0.3375537395477295,1.2022203207015991,-0.04798097535967827"
-0.25,0.0,"0.3839836120605469,0.3008985221385956,-0.5224644541740417","0.4456021189689636,0.2709619402885437,-0.2901620864868164","0.33713749051094055,0.2857098877429962,-0.3079451024532318","0.3028291165828705,0.5264535546302795,-0.32364708185195923","0.32022637128829956,0.6012492179870605,-0.7488799691200256","0.5535701513290405,0.4707145392894745,-1.1726956367492676","0.5016201734542847,1.2133677005767822,0.038949452340602875","0.34025949239730835,1.1943169832229614,-0.03935876488685608"
-0.25,0.0,"0.38730332255363464,0.3369530439376831,-0.30974987149238586","0.4452741742134094,0.3020547330379486,-0.10741066932678223","0.3416401743888855,0.3178265392780304,-0.12262369692325592","0.30801960825920105,0.5424404740333557,-0.17439015209674835","0.31059354543685913,0.6107113361358643,-0.6013104915618896","0.5398190021514893,0.48913004994392395,-1.0587115287780762","0.5003891587257385,1.1943961381912231,0.03825182467699051","0.3397642970085144,1.1732741594314575,-0.038676656782627106"
-0.25,0.0,"0.38756200671195984,0.3552975654602051,-0.28004997968673706","0.4450485110282898,0.32279011607170105,-0.0625448152422905","0.3433231711387634,0.3435341715812683,-0.08248046785593033","0.30882155895233154,0.5553777813911438,-0.14052681624889374","0.30676883459091187,0.6141443848609924,-0.5685848593711853","0.5296505093574524,0.5015959739685059,-1.0075818300247192","0.4995291233062744,1.1907250881195068,0.038460757583379745","0.33960527181625366,1.1696195602416992,-0.03887801617383957"
-0.25,0.0,"0.38755175471305847,0.3657080829143524,-0.33967798948287964","0.44486236572265625,0.3397881090641022,-0.11753388494253159","0.3450162410736084,0.35338929295539856,-0.15968987345695496","0.30826127529144287,0.5682570934295654,-0.20779719948768616","0.30816251039505005,0.628634512424469,-0.6516463160514832","0.5380431413650513,0.49884676933288574,-1.0926169157028198","0.49905675649642944,1.199459433555603,0.04278072714805603","0.34033191204071045,1.1786385774612427,-0.043242745101451874"
-0.25,0.0,"0.3917604088783264,0.3669985830783844,-0.41341733932495117","0.4445423483848572,0.33733028173446655,-0.15867017209529877","0.34616512060165405,0.3608371615409851,-0.22071333229541779","0.3088764548301697,0.5706279277801514,-0.24918551743030548","0.30892449617385864,0.6320945620536804,-0.7088308334350586","0.5424563884735107,0.49649351835250854,-1.1773360967636108","0.4929763376712799,1.1915274858474731,0.04317300021648407","0.33832836151123047,1.1738876104354858,-0.043648600578308105"
-0.25,0.0,"0.3953227400779724,0.36628270149230957,-0.4224921762943268","0.44443264603614807,0.3393964469432831,-0.18070672452449799","0.347054660320282,0.36421918869018555,-0.24167518317699432","0.30897849798202515,0.567617654800415,-0.2659086585044861","0.31821635365486145,0.6293430924415588,-0.6936042308807373","0.5453358292579651,0.4975174069404602,-1.1160271167755127","0.48734551668167114,1.1903448104858398,0.041610099375247955","0.3371041417121887,1.1739047765731812,-0.04209344834089279"
-0.25,0.0,"0.3949098587036133,0.3663402199745178,-0.48160701990127563","0.4439239501953125,0.3421131372451782,-0.20902593433856964","0.3466193675994873,0.3616531491279602,-0.2810962498188019","0.30906158685684204,0.5681512355804443,-0.31433436274528503","0.33248844742774963,0.6276640295982361,-0.741836667060852","0.557230532169342,0.5113685727119446,-1.1548510789871216","0.47920098900794983,1.1986874341964722,0.05618079751729965","0.3305269181728363,1.181696891784668,-0.056699734181165695"
