az,el,[0],[7],[8],[12],[14],[16],[23],[24]
0.25,0.0,"0.6571876406669617,0.38261663913726807,-0.40066128969192505","0.6970237493515015,0.36637818813323975,-0.1500968635082245","0.611696183681488,0.3726053535938263,-0.1517416536808014","0.551085352897644,0.6095412373542786,-0.02933056280016899","0.39699652791023254,0.6393744945526123,-0.0670284628868103","0.2224704474210739,0.5707746148109436,-0.2636340260505676","0.7355736494064331,1.2849760055541992,-0.0003697889915201813","0.5793085098266602,1.2662525177001953,-0.0003306118887849152"
0.25,0.0,"0.6572091579437256,0.3821689486503601,-0.41656455397605896","0.6970357298851013,0.3663073182106018,-0.1679079234600067","0.6117108464241028,0.37229034304618835,-0.16439348459243774","0.5508560538291931,0.6096013188362122,-0.02716219797730446","0.3968122601509094,0.6412605047225952,-0.045715317130088806","0.2183188498020172,0.5794832706451416,-0.24963262677192688","0.7353186011314392,1.2849098443984985,-0.009605680592358112","0.5793670415878296,1.2661899328231812,0.008890311233699322"
0.25,0.0,"0.6573804616928101,0.3821714222431183,-0.41055813431739807","0.6970593929290771,0.36638712882995605,-0.1594046652317047","0.6117478609085083,0.37232834100723267,-0.15676237642765045","0.5507475733757019,0.6103571653366089,-0.025723066180944443","0.39302244782447815,0.6414161324501038,-0.045829299837350845","0.21365106105804443,0.5776538252830505,-0.2591187357902527","0.7355700731277466,1.284956932067871,-0.009383936412632465","0.580117404460907,1.2663460969924927,0.00866857822984457"
0.25,0.0,"0.6574565768241882,0.3821791410446167,-0.4108191132545471","0.6970498561859131,0.36641621589660645,-0.15315468609333038","0.611758828163147,0.37232962250709534,-0.15080808103084564","0.5508064031600952,0.6102646589279175,-0.02324185147881508","0.3952670991420746,0.6412816643714905,-0.04856492951512337","0.22019200026988983,0.5697563886642456,-0.2962862551212311","0.7357415556907654,1.2834168672561646,-0.009208617731928825","0.5803250074386597,1.265717625617981,0.008493026718497276"
0.25,0.0,"0.657470703125,0.38216739892959595,-0.38431841135025024","0.6970608234405518,0.36651843786239624,-0.1113995686173439","0.6117630004882812,0.3723355233669281,-0.11694151163101196","0.5508281588554382,0.6102606654167175,-0.01220143772661686","0.3969322741031647,0.6398683190345764,-0.09359593689441681","0.22230061888694763,0.5584458708763123,-0.3952874541282654","0.7351229786872864,1.2815881967544556,-0.0027262631338089705","0.5789143443107605,1.263967752456665,0.0020134607329964638"
0.25,0.0,"0.6574574708938599,0.3821941018104553,-0.37899690866470337","0.6970624327659607,0.3665693402290344,-0.10911214351654053","0.6117652654647827,0.3723263144493103,-0.11167583614587784","0.5508372187614441,0.6101862192153931,-0.004697294440120459","0.3972974419593811,0.6382185816764832,-0.08288995921611786","0.2223413735628128,0.5478969812393188,-0.3570023775100708","0.7346809506416321,1.2816358804702759,-0.0018425086745992303","0.5781862735748291,1.263992428779602,0.0011224065674468875"
0.25,0.0,"0.6573680639266968,0.38246867060661316,-0.3983898162841797","0.6970697641372681,0.36658114194869995,-0.13326729834079742","0.6117774248123169,0.37250369787216187,-0.11525428295135498","0.5508521795272827,0.6106441020965576,0.007111223880201578","0.3977353572845459,0.6368122696876526,-0.004697541706264019","0.2236892431974411,0.5471180081367493,-0.24184009432792664","0.7334973216056824,1.2817556858062744,-0.011937919072806835","0.5771981477737427,1.264015555381775,0.011191601864993572"
0.25,0.0,"0.6573741436004639,0.38262856006622314,-0.4137307107448578","0.6973116993904114,0.36704546213150024,-0.15583989024162292","0.6118993759155273,0.3725660443305969,-0.1319890022277832","0.5508738160133362,0.6101962924003601,0.006737100426107645","0.3990170359611511,0.6370112299919128,-0.0023567983880639076","0.22318176925182343,0.547252893447876,-0.2301059514284134","0.7333577871322632,1.2816412448883057,-0.015232237987220287","0.5773259401321411,1.2637908458709717,0.01447553001344204"
0.25,0.0,"0.6573811173439026,0.3826276957988739,-0.41147273778915405","0.6975082159042358,0.36713340878486633,-0.15207481384277344","0.6119544506072998,0.3725385367870331,-0.12786605954170227","0.5508643388748169,0.6102240085601807,0.01644030027091503","0.39893269538879395,0.6367746591567993,0.0014926072908565402","0.22283324599266052,0.5472701787948608,-0.24256455898284912","0.7334321737289429,1.283761739730835,-0.02237905189394951","0.5773479342460632,1.2660633325576782,0.021612467244267464"
0.25,0.0,"0.657367467880249,0.382632315158844,-0.4108102321624756","0.6975173354148865,0.3671475350856781,-0.1501096934080124","0.611965537071228,0.37251439690589905,-0.1311463862657547","0.5508689284324646,0.6103118062019348,0.012756486423313618","0.3993587791919708,0.6367468237876892,-0.0067035057581961155","0.22288262844085693,0.5475992560386658,-0.2515937089920044","0.7336646318435669,1.2833219766616821,-0.021242676302790642","0.5777679681777954,1.2653427124023438,0.02048518694937229"
0.25,0.0,"0.6574194431304932,0.3826023042201996,-0.3927555978298187","0.6974666714668274,0.36715877056121826,-0.13636265695095062","0.6119443774223328,0.37272825837135315,-0.1218370795249939","0.551190972328186,0.6119148135185242,0.014336044900119305","0.40039777755737305,0.6360723972320557,-0.01144903339445591","0.22459439933300018,0.5474377870559692,-0.2565065026283264","0.7337120771408081,1.2850232124328613,-0.020482873544096947","0.578233540058136,1.2666257619857788,0.019729966297745705"
0.25,0.0,"0.6574336886405945,0.3826013207435608,-0.39572206139564514","0.6973435878753662,0.36709272861480713,-0.13979676365852356","0.6119343042373657,0.37282896041870117,-0.12732169032096863","0.5512031316757202,0.6119124293327332,0.003104491624981165","0.4024283289909363,0.6355581283569336,-0.04063492640852928","0.22824597358703613,0.5463172793388367,-0.2938760221004486","0.733418345451355,1.2847557067871094,-0.018721725791692734","0.5780351161956787,1.2660276889801025,0.017990753054618835"
0.25,0.0,"0.6574903726577759,0.38207271695137024,-0.39106565713882446","0.6973258852958679,0.36682409048080444,-0.1348586529493332","0.6119149923324585,0.37283065915107727,-0.12714165449142456","0.5512386560440063,0.6112585067749023,-0.0017288040835410357","0.4046329855918884,0.6355445981025696,-0.045809462666511536","0.23024606704711914,0.5449655652046204,-0.2922550141811371","0.7332530617713928,1.2827759981155396,-0.014949026517570019","0.5777715444564819,1.2636168003082275,0.014238687232136726"
0.25,0.0,"0.6577248573303223,0.3818914592266083,-0.37551799416542053","0.6974128484725952,0.36680030822753906,-0.12010972201824188","0.6119260787963867,0.372834175825119,-0.11951631307601929","0.5513500571250916,0.6106961369514465,0.002863897942006588","0.4067315459251404,0.6355340480804443,-0.032588861882686615","0.2319451868534088,0.5439803004264832,-0.2481008768081665","0.7316964864730835,1.2811471223831177,-0.013426171615719795","0.5774924159049988,1.261757731437683,0.012724295258522034"
0.25,0.0,"0.658149778842926,0.3818851411342621,-0.3777720332145691","0.6976312398910522,0.36684396862983704,-0.12158435583114624","0.6120012998580933,0.37281718850135803,-0.11978298425674438","0.5513550639152527,0.6099966168403625,0.003571297274902463","0.4073188900947571,0.6355199813842773,-0.02539871074259281","0.2318243533372879,0.5430912971496582,-0.24196544289588928","0.7295065522193909,1.2804861068725586,-0.013402867130935192","0.575851559638977,1.2601724863052368,0.01269848458468914"
0.25,0.0,"0.658474326133728,0.381881982088089,-0.37990671396255493","0.697912335395813,0.3669596016407013,-0.12606745958328247","0.6120860576629639,0.37280577421188354,-0.12000918388366699","0.551479697227478,0.6099393367767334,0.017143819481134415","0.407573401927948,0.6348806023597717,0.03185722231864929","0.23171567916870117,0.5425127148628235,-0.16628697514533997","0.7287705540657043,1.280832052230835,-0.01834091916680336","0.5758153796195984,1.2601704597473145,0.017607640475034714"
0.25,0.0,"0.6588619947433472,0.38195547461509705,-0.3667123317718506","0.6986011862754822,0.36751970648765564,-0.11733852326869965","0.6123986840248108,0.37271934747695923,-0.10940314829349518","0.5514821410179138,0.6090202331542969,0.02155315689742565","0.40832728147506714,0.6346102952957153,0.01544132549315691","0.2316330373287201,0.5426520109176636,-0.2000964879989624","0.7287954092025757,1.2808430194854736,-0.017832327634096146","0.5759435892105103,1.2600377798080444,0.017091039568185806"
0.5,0.0,"0.7847548723220825,0.2958676517009735,-0.6857022643089294","0.8476125597953796,0.30033063888549805,-0.3311179280281067","0.7199397683143616,0.2767883241176605,-0.3302748203277588","0.6066879034042358,0.5763409733772278,-0.1697203814983368","0.4122038781642914,0.6184170842170715,-0.1949673444032669","0.23200392723083496,0.5457867383956909,-0.4051128029823303","0.8144024610519409,1.2924389839172363,0.002401097444817424","0.6218752861022949,1.2615689039230347,-0.0032861537765711546"
0.5,0.0,"0.7951978445053101,0.2684750556945801,-0.6943778395652771","0.8616043329238892,0.28011736273765564,-0.29706910252571106","0.730678141117096,0.24711045622825623,-0.27409589290618896","0.6202300786972046,0.5667877793312073,-0.10628417879343033","0.4123208522796631,0.6161401867866516,-0.15248796343803406","0.22918906807899475,0.553571343421936,-0.4405904710292816","0.8364876508712769,1.3187592029571533,0.002173854038119316","0.6354007720947266,1.2778714895248413,-0.0031072529964149"
0.5,0.0,"0.8010965585708618,0.27103906869888306,-0.6414583921432495","0.8577019572257996,0.2808413505554199,-0.2529507577419281","0.732141375541687,0.259673535823822,-0.25194603204727173","0.6253303289413452,0.5677634477615356,-0.11369754374027252","0.41823452711105347,0.6087399125099182,-0.19965969026088715","0.22827927768230438,0.5575840473175049,-0.5002142190933228","0.8376291990280151,1.3285629749298096,0.004393446259200573","0.6400807499885559,1.2905278205871582,-0.005339095834642649"
0.5,0.0,"0.7926707863807678,0.2789075970649719,-0.6794850826263428","0.8572187423706055,0.2812567353248596,-0.3185834288597107","0.7297429442405701,0.2593412697315216,-0.3030321002006531","0.6249712705612183,0.5677780508995056,-0.1482619345188141","0.41905608773231506,0.6069384813308716,-0.19094184041023254","0.2248620092868805,0.5616520643234253,-0.42499953508377075","0.8391157388687134,1.3488448858261108,0.004132144618779421","0.6404051780700684,1.3054574728012085,-0.005164843983948231"
0.5,0.0,"0.7875142097473145,0.2669142186641693,-0.6069095134735107","0.8498250842094421,0.2715243995189667,-0.2768002152442932","0.7274873852729797,0.2500525712966919,-0.2894979417324066","0.6234870553016663,0.567570686340332,-0.12944817543029785","0.41872984170913696,0.6047003269195557,-0.15804724395275116","0.22398968040943146,0.5645312666893005,-0.42892026901245117","0.8385699391365051,1.3541240692138672,0.0030091411899775267","0.6403291821479797,1.3126046657562256,-0.0040734135545790195"
0.5,0.0,"0.7786028385162354,0.25660914182662964,-0.6015380620956421","0.8341377377510071,0.26198357343673706,-0.25976496934890747","0.7189692854881287,0.2506166100502014,-0.260608971118927","0.6203840970993042,0.5648915767669678,-0.11752770841121674","0.4186194837093353,0.6034514904022217,-0.14618465304374695","0.21756048500537872,0.5673403143882751,-0.4158528745174408","0.8404048085212708,1.347890019416809,0.002864276524633169","0.6462475061416626,1.3111331462860107,-0.003967657685279846"
0.5,0.0,"0.7699524164199829,0.25627589225769043,-0.6026408672332764","0.8244234919548035,0.2554170489311218,-0.2548214793205261","0.7119911909103394,0.2539614140987396,-0.25267767906188965","0.616179883480072,0.5650680065155029,-0.11287607997655869","0.4184921383857727,0.5966166853904724,-0.1577618420124054","0.21427616477012634,0.5699458718299866,-0.5039286613464355","0.8462004661560059,1.3440102338790894,0.008866386488080025","0.6494458317756653,1.3108562231063843,-0.00977791752666235"
0.5,0.0,"0.7691783905029297,0.26306384801864624,-0.5912908315658569","0.8204258680343628,0.25775501132011414,-0.24689069390296936","0.7081964612007141,0.25937870144844055,-0.24216771125793457","0.6137149930000305,0.5644652247428894,-0.0998324528336525","0.4162523150444031,0.5952855944633484,-0.1551075279712677","0.20553648471832275,0.5702292323112488,-0.46966877579689026","0.8394724130630493,1.3423571586608887,0.007709733210504055","0.6524083614349365,1.309164047241211,-0.008593402802944183"
0.5,0.0,"0.7532027363777161,0.2762594521045685,-0.5672072172164917","0.794776439666748,0.2622612416744232,-0.24216854572296143","0.6977798342704773,0.27649927139282227,-0.2442532479763031","0.6124134063720703,0.5699965953826904,-0.10547790676355362","0.41633492708206177,0.5897470712661743,-0.18359461426734924","0.20684675872325897,0.5699595808982849,-0.4948822557926178","0.8343660235404968,1.3466002941131592,0.007276243530213833","0.6510494351387024,1.3173624277114868,-0.008105357177555561"
0.5,0.0,"0.7290412783622742,0.32429608702659607,-0.5374124646186829","0.7767375111579895,0.2964526414871216,-0.2093595266342163","0.6827313303947449,0.3058582544326782,-0.19074797630310059","0.6090595126152039,0.5770210027694702,-0.02466036193072796","0.4141298830509186,0.5877503156661987,-0.11186836659908295","0.2075662910938263,0.5674213171005249,-0.4695769250392914","0.8314332962036133,1.3447401523590088,0.004969838075339794","0.6508451700210571,1.3232530355453491,-0.005734177306294441"
0.5,0.0,"0.7185741066932678,0.3463355600833893,-0.539076030254364","0.7671802639961243,0.319719523191452,-0.21578988432884216","0.67449951171875,0.3278822600841522,-0.19416332244873047","0.6013612151145935,0.586309015750885,-0.015642207115888596","0.4125131070613861,0.5885502696037292,-0.009531954303383827","0.2082432061433792,0.5667408108711243,-0.2513788044452667","0.8262549638748169,1.3472501039505005,-0.008623833768069744","0.6506662368774414,1.3318090438842773,0.007883461192250252"
0.5,0.0,"0.7165200710296631,0.35761383175849915,-0.5521007180213928","0.7634296417236328,0.3308502733707428,-0.2548627257347107","0.6706116795539856,0.3448714017868042,-0.22981247305870056","0.5997627377510071,0.5906163454055786,-0.029730016365647316","0.41277408599853516,0.5880635976791382,0.0016918188193812966","0.20864610373973846,0.5611366033554077,-0.17256899178028107","0.8245207667350769,1.3546268939971924,-0.019983384758234024","0.6487670540809631,1.3396445512771606,0.01917453110218048"
0.5,0.0,"0.7138749361038208,0.36231082677841187,-0.5785773992538452","0.7618669271469116,0.33718281984329224,-0.2849421203136444","0.667730987071991,0.34829390048980713,-0.25995755195617676","0.5969896912574768,0.592704713344574,-0.0813823789358139","0.41191697120666504,0.5884869694709778,-0.08622698485851288","0.2078516185283661,0.5603732466697693,-0.3188186287879944","0.8222315907478333,1.3544374704360962,-0.019400136545300484","0.647713303565979,1.3368079662322998,0.018558986485004425"
0.5,0.0,"0.7151056528091431,0.3650803565979004,-0.6235944032669067","0.7622967958450317,0.3439352214336395,-0.3210374414920807","0.666775107383728,0.3507385849952698,-0.31205978989601135","0.5937047004699707,0.5960198640823364,-0.13590426743030548","0.40747976303100586,0.5886949896812439,-0.09898976981639862","0.20685291290283203,0.5737665891647339,-0.32438820600509644","0.816825270652771,1.3533908128738403,-0.0035057286731898785","0.6473844051361084,1.3349665403366089,0.0028089468833059072"
0.5,0.0,"0.7164527177810669,0.36287710070610046,-0.6368168592453003","0.7632601857185364,0.34260988235473633,-0.32743388414382935","0.6669216752052307,0.3508818447589874,-0.3256532549858093","0.591656506061554,0.5976024270057678,-0.1613747775554657","0.40718919038772583,0.5933085083961487,-0.11829588562250137","0.20894363522529602,0.5836098790168762,-0.31400030851364136","0.8114703893661499,1.352051019668579,-0.0023646079935133457","0.6478646993637085,1.3339276313781738,0.0016340892761945724"
0.5,0.0,"0.7173324227333069,0.36139777302742004,-0.6202946901321411","0.764253556728363,0.34150177240371704,-0.308012992143631","0.6672797799110413,0.3509702980518341,-0.3003354072570801","0.5917266011238098,0.600217878818512,-0.14010563492774963","0.4075161814689636,0.594652533531189,-0.13807858526706696","0.20926854014396667,0.5874687433242798,-0.36339887976646423","0.8138107061386108,1.3402605056762695,0.002511337399482727","0.6520169973373413,1.3284889459609985,-0.0032588683534413576"
0.5,0.0,"0.7177375555038452,0.360318124294281,-0.6556584239006042","0.7650086879730225,0.3407743573188782,-0.3429644703865051","0.6674621105194092,0.3504752814769745,-0.34751594066619873","0.5913853645324707,0.5999531149864197,-0.18644048273563385","0.40712419152259827,0.598889946937561,-0.21161262691020966","0.21051816642284393,0.5905200242996216,-0.4539509415626526","0.8147081136703491,1.3336474895477295,0.006243943702429533","0.6513875722885132,1.3245928287506104,-0.006960037164390087"
0.5,0.0,"0.719013512134552,0.35892367362976074,-0.6634536981582642","0.7655397653579712,0.340318500995636,-0.34960371255874634","0.6675715446472168,0.3495217263698578,-0.36109647154808044","0.5909920334815979,0.599756121635437,-0.2023359090089798","0.4051060080528259,0.6004880666732788,-0.2274157702922821","0.21115851402282715,0.5899014472961426,-0.46126484870910645","0.8146141767501831,1.332962155342102,0.00925917737185955","0.6506801247596741,1.3244612216949463,-0.009960795752704144"
0.5,0.0,"0.7201921343803406,0.35822761058807373,-0.654283344745636","0.7659041881561279,0.33964982628822327,-0.33834367990493774","0.6677282452583313,0.3489319384098053,-0.3512682020664215","0.5912659168243408,0.5996274948120117,-0.18980169296264648","0.4051647186279297,0.6006188988685608,-0.21236395835876465","0.21440379321575165,0.5887964367866516,-0.44048699736595154","0.8136372566223145,1.3297640085220337,0.008650400675833225","0.6489197015762329,1.3221993446350098,-0.00935959629714489"
0.5,0.0,"0.7217088937759399,0.35727378726005554,-0.6483151316642761","0.7661828994750977,0.3391531705856323,-0.33125120401382446","0.6678506135940552,0.34826818108558655,-0.3371580243110657","0.5917863845825195,0.5995003581047058,-0.17388568818569183","0.40445199608802795,0.5982207655906677,-0.20163603127002716","0.2146255075931549,0.5862561464309692,-0.40248626470565796","0.8153583407402039,1.329300880432129,0.0014972490025684237","0.6492121815681458,1.3219776153564453,-0.00219509145244956"
0.5,0.0,"0.7239751219749451,0.3568962812423706,-0.6193907856941223","0.7664017081260681,0.338752418756485,-0.31119757890701294","0.6680999994277954,0.3479287326335907,-0.3301600217819214","0.5928686857223511,0.5993080735206604,-0.17123934626579285","0.405223548412323,0.5957220792770386,-0.20300540328025818","0.2158399522304535,0.573303759098053,-0.42256873846054077","0.8186559677124023,1.3291072845458984,0.006998465862125158","0.6516588926315308,1.3218854665756226,-0.007687950041145086"
0.5,0.0,"0.7251430749893188,0.35592612624168396,-0.6192864179611206","0.7665386199951172,0.338471382856369,-0.31062549352645874","0.6684845089912415,0.3471832871437073,-0.328792542219162","0.5935511589050293,0.5992246866226196,-0.17815127968788147","0.4049779772758484,0.5916897654533386,-0.2200806885957718","0.21462340652942657,0.5675655007362366,-0.4616667330265045","0.8230416178703308,1.3288441896438599,0.010340587235987186","0.6545618772506714,1.3219999074935913,-0.011044606566429138"
0.5,0.0,"0.725290834903717,0.35529205203056335,-0.6221809387207031","0.7673231363296509,0.33828482031822205,-0.3145079016685486","0.6690882444381714,0.34674331545829773,-0.3294697403907776","0.5942503213882446,0.5991522073745728,-0.17471829056739807","0.402529776096344,0.5897712111473083,-0.21027088165283203","0.21399617195129395,0.5667182207107544,-0.45244771242141724","0.8227826952934265,1.32957923412323,0.009987078607082367","0.6541813611984253,1.3231843709945679,-0.01069231703877449"
0.5,0.0,"0.7253715991973877,0.3548285663127899,-0.5922077894210815","0.7679532766342163,0.33825069665908813,-0.29577022790908813","0.6702257394790649,0.34613510966300964,-0.29902926087379456","0.5962270498275757,0.5994381308555603,-0.1430003046989441","0.40660715103149414,0.587617814540863,-0.1841558814048767","0.21548399329185486,0.5667088627815247,-0.4321673810482025","0.8227049112319946,1.3295397758483887,0.005765791982412338","0.6539627313613892,1.32310152053833,-0.0064622387290000916"
0.5,0.0,"0.7254453897476196,0.3544793725013733,-0.592605471611023","0.7683420777320862,0.3381415009498596,-0.2956523299217224","0.6710143685340881,0.34532061219215393,-0.2998889088630676","0.5973379611968994,0.5988614559173584,-0.1437980830669403","0.40678340196609497,0.5881935358047485,-0.18504007160663605","0.2160291224718094,0.5714735388755798,-0.4375308156013489","0.8215839266777039,1.32853364944458,0.004018306732177734","0.6521028280258179,1.3205403089523315,-0.00471919309347868"
0.5,0.0,"0.7254732251167297,0.3542100191116333,-0.5643728971481323","0.7684563398361206,0.33803898096084595,-0.25782686471939087","0.6714650392532349,0.34507107734680176,-0.268028199672699","0.597922682762146,0.5994042158126831,-0.1170135959982872","0.40948930382728577,0.5885216593742371,-0.15796521306037903","0.21631157398223877,0.573201596736908,-0.40343523025512695","0.820709228515625,1.3288847208023071,0.005009975749999285","0.6501322984695435,1.3205193281173706,-0.00573594868183136"
0.5,0.0,"0.7257040739059448,0.3540036380290985,-0.5602128505706787","0.768630862236023,0.3380642831325531,-0.25517919659614563","0.6716059446334839,0.3448966443538666,-0.2663117051124573","0.5985288619995117,0.5994794964790344,-0.119806207716465","0.4093869626522064,0.5897417068481445,-0.16021312773227692","0.21625292301177979,0.577314555644989,-0.40072211623191833","0.8206452131271362,1.3301599025726318,0.005470321513712406","0.6498871445655823,1.3208872079849243,-0.006218744907528162"
0.5,0.0,"0.7259515523910522,0.35364773869514465,-0.540682852268219","0.768670916557312,0.3380635678768158,-0.23176062107086182","0.6716474294662476,0.3447212278842926,-0.24800536036491394","0.5989474058151245,0.5994940996170044,-0.11436668783426285","0.40943092107772827,0.5889941453933716,-0.170026034116745","0.2156512290239334,0.5771695971488953,-0.4250941872596741","0.821921706199646,1.3312321901321411,0.0071909064427018166","0.6499136686325073,1.3225741386413574,-0.00797040481120348"
0.5,0.0,"0.726073145866394,0.35266998410224915,-0.5833887457847595","0.7687559723854065,0.33805787563323975,-0.2863549590110779","0.6717365980148315,0.34462589025497437,-0.3038593828678131","0.5989419221878052,0.5993165373802185,-0.15922728180885315","0.40699583292007446,0.5890336632728577,-0.20415225625038147","0.2145816832780838,0.5742993354797363,-0.4397052228450775","0.8218655586242676,1.3312405347824097,0.007216920144855976","0.6501106023788452,1.32261323928833,-0.00799080915749073"
0.5,0.0,"0.7269864082336426,0.35175591707229614,-0.5736367702484131","0.7688486576080322,0.3381713032722473,-0.27887192368507385","0.6719863414764404,0.3445660173892975,-0.3018106520175934","0.5990760326385498,0.5995008945465088,-0.15924344956874847","0.40577584505081177,0.5876713395118713,-0.21212942898273468","0.21248802542686462,0.5716469883918762,-0.443580687046051","0.8221688270568848,1.3321871757507324,0.010424698702991009","0.6506887674331665,1.3234537839889526,-0.011189094744622707"
0.5,0.0,"0.7286919355392456,0.3505552113056183,-0.5515323877334595","0.7692949175834656,0.338196337223053,-0.24374213814735413","0.6727936267852783,0.3444488048553467,-0.2820163369178772","0.5999988317489624,0.5994905829429626,-0.15712293982505798","0.40585118532180786,0.5870190262794495,-0.22058670222759247","0.21201178431510925,0.5700967311859131,-0.47169989347457886","0.8225876688957214,1.3323843479156494,0.019207429140806198","0.6509730815887451,1.3242065906524658,-0.019980112090706825"
0.5,0.0,"0.7295981049537659,0.3504870533943176,-0.5602840781211853","0.7704780101776123,0.338214248418808,-0.24793627858161926","0.673626720905304,0.34434616565704346,-0.2932439148426056","0.6005272269248962,0.5994822382926941,-0.16886618733406067","0.4061020016670227,0.5870152115821838,-0.2391294538974762","0.21327774226665497,0.5699235200881958,-0.5018495321273804","0.822899341583252,1.3331371545791626,0.021221306174993515","0.6513341665267944,1.325659990310669,-0.021969979628920555"
0.5,0.0,"0.7331394553184509,0.34940358996391296,-0.5189857482910156","0.7719785571098328,0.3381204903125763,-0.182750403881073","0.6750227808952332,0.3442862629890442,-0.2271614968776703","0.6016966104507446,0.5996819734573364,-0.11131789535284042","0.4077933728694916,0.5870416164398193,-0.22186510264873505","0.2131698876619339,0.5716767311096191,-0.48685479164123535","0.8230857849121094,1.3345725536346436,0.02180257812142372","0.6500793099403381,1.3276008367538452,-0.02260962501168251"
0.5,0.0,"0.7353946566581726,0.34874534606933594,-0.5015379190444946","0.7724213600158691,0.3378862142562866,-0.1712263524532318","0.6761245131492615,0.34394392371177673,-0.21193082630634308","0.6016923189163208,0.5995082855224609,-0.09494054317474365","0.4110174775123596,0.5887219905853271,-0.20164266228675842","0.21418683230876923,0.5771932005882263,-0.48026880621910095","0.8230640292167664,1.3345739841461182,0.022023381665349007","0.6493163704872131,1.3275904655456543,-0.022828297689557076"
0.5,0.0,"0.7360410690307617,0.3480417728424072,-0.49707430601119995","0.7729549407958984,0.33788126707077026,-0.1745942384004593","0.6766066551208496,0.34385889768600464,-0.2088513821363449","0.6010196208953857,0.5998409986495972,-0.09596823900938034","0.41189146041870117,0.589348554611206,-0.20151987671852112","0.21516218781471252,0.5809771418571472,-0.4882652163505554","0.8231033086776733,1.336146354675293,0.02483605034649372","0.6488627195358276,1.3295778036117554,-0.02562885358929634"
0.5,0.0,"0.7360413074493408,0.34757867455482483,-0.4833085536956787","0.7733073830604553,0.33752936124801636,-0.16992899775505066","0.676811695098877,0.34382736682891846,-0.19707755744457245","0.6016262173652649,0.6005631685256958,-0.084461510181427","0.41276830434799194,0.5894895195960999,-0.19814875721931458","0.21657148003578186,0.5813996195793152,-0.49021273851394653","0.8244644999504089,1.3361456394195557,0.024742018431425095","0.649193286895752,1.3295859098434448,-0.025538813322782516"
0.5,0.0,"0.7360783219337463,0.3467238247394562,-0.46592649817466736","0.7734556794166565,0.33680492639541626,-0.1589914858341217","0.6768413186073303,0.3435097336769104,-0.1773407757282257","0.6017957925796509,0.6001591682434082,-0.054848164319992065","0.4134592115879059,0.5885939002037048,-0.10986588895320892","0.21600525081157684,0.5739848613739014,-0.3300725817680359","0.8242910504341125,1.3364143371582031,0.018029727041721344","0.6491581201553345,1.3295598030090332,-0.018887445330619812"
0.5,0.0,"0.7359737157821655,0.34667596220970154,-0.4815424978733063","0.7734091281890869,0.3363613188266754,-0.17377112805843353","0.6768304109573364,0.3433733582496643,-0.19395186007022858","0.6018057465553284,0.5984777808189392,-0.06849662959575653","0.4136962294578552,0.5847151875495911,-0.14808405935764313","0.21594910323619843,0.5563535690307617,-0.3577791750431061","0.8255656361579895,1.3360860347747803,0.01865626499056816","0.6512351632118225,1.329314947128296,-0.01948782242834568"
0.5,0.0,"0.735950231552124,0.3462558388710022,-0.4633520245552063","0.7733446955680847,0.33559557795524597,-0.1738712340593338","0.6767749190330505,0.343217134475708,-0.18908563256263733","0.6018630862236023,0.5945156812667847,-0.06882084906101227","0.4139030873775482,0.5813132524490356,-0.14256685972213745","0.21727418899536133,0.5381675362586975,-0.36541759967803955","0.8259323835372925,1.3350331783294678,0.013532944023609161","0.6527145504951477,1.32782781124115,-0.014346206560730934"
0.5,0.0,"0.7359448671340942,0.3457168936729431,-0.4714483320713043","0.7733586430549622,0.335417777299881,-0.1747843474149704","0.6767568588256836,0.3431765139102936,-0.193276509642601","0.6019716262817383,0.5939134955406189,-0.07491385191679001","0.4140283167362213,0.5802716016769409,-0.1464775651693344","0.21761851012706757,0.5332747101783752,-0.37623971700668335","0.8255732655525208,1.337215542793274,0.013158907182514668","0.651823103427887,1.3291436433792114,-0.013983930461108685"
0.5,0.0,"0.7378424406051636,0.34526315331459045,-0.5562440156936646","0.7734464406967163,0.33532848954200745,-0.24409592151641846","0.6769779920578003,0.34313681721687317,-0.27605411410331726","0.6019160151481628,0.593543529510498,-0.1404353678226471","0.41204833984375,0.5803314447402954,-0.1935296505689621","0.21555247902870178,0.5357561707496643,-0.41821107268333435","0.8254297971725464,1.3391005992889404,0.012957030907273293","0.6514772176742554,1.3308544158935547,-0.013764959760010242"
0.5,0.0,"0.739620566368103,0.34520336985588074,-0.49966686964035034","0.7734562158584595,0.3352711498737335,-0.18290592730045319","0.677424430847168,0.3429596722126007,-0.2299831360578537","0.6017134785652161,0.5935578346252441,-0.11138870567083359","0.41189998388290405,0.5825384855270386,-0.1913021057844162","0.21672280132770538,0.5435413122177124,-0.4298168122768402","0.8272945284843445,1.3398711681365967,0.013069100677967072","0.6518040299415588,1.3325550556182861,-0.013882925733923912"
0.5,0.0,"0.7399396300315857,0.34480440616607666,-0.4478234350681305","0.7734586596488953,0.33504417538642883,-0.11660794913768768","0.677615761756897,0.342782199382782,-0.15956631302833557","0.6016690731048584,0.5939797759056091,-0.05648861080408096","0.4121578633785248,0.5849613547325134,-0.17854954302310944","0.2178652584552765,0.5635194778442383,-0.4466712474822998","0.8271887898445129,1.3406325578689575,0.01709013804793358","0.6499876379966736,1.3336224555969238,-0.017941337078809738"
